,author,review,rating,date,scores_vader,compound_vader,score_vader,polarity_textblob,subjectivity_textblob,score_textblob
165,Omkar Urankar,"The library of songs is a bit limited. You will get all the Hindi songs, but will have a certain tough time in finding unique English Songs. Its actually the problem with every music app in India. Spotify doesnt have some rights over Indian Songs, Saavn doesnt have some English Songs. I find Gaan...\nFull Review",Rated 4 stars out of five stars,"March 11, 2020","{'neg': 0.118, 'neu': 0.836, 'pos': 0.046, 'compound': -0.4767}",-0.4767,Negative,0.018424036281179137,0.3782312925170068,Positive
166,vallala07 vinay,Music gets paused automatically when I try to play music in background. It happens once for every song played in the background. It sucks that Im paid for such substandard service. In other words I regret going for Gaana plus.,Rated 1 stars out of five stars,"March 17, 2020","{'neg': 0.12, 'neu': 0.771, 'pos': 0.109, 'compound': -0.128}",-0.128,Negative,-0.14166666666666666,0.39166666666666666,Negative
167,Ruturaj Kumbhar,"Why does this app crash in the middle of the song? Cant even play one complete song. This didnt exist before, facing this problem recently. The song stops abruptly, without any reason. I am using it with latest update and the device is samsung a50. @gaana, please resolve this issue asap",Rated 3 stars out of five stars,"March 18, 2020","{'neg': 0.162, 'neu': 0.754, 'pos': 0.084, 'compound': -0.5516}",-0.5516,Negative,0.095,0.51,Positive
168,Kavita. Om namah Shivay Kavita Chauhan,This is a great app which provides you with many different types of songs . It Allows us to listen our songs in our language so try this app BAS BAJNA CHAHIYE GAANA,Rated 5 stars out of five stars,"March 28, 2020","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.6249}",0.6249,Positive,0.43333333333333335,0.6166666666666667,Positive
169,noor jaffri,Why gaana app does not allow me to make my account. Ive tried all the 3 available methods to sign up but all the time i only received registration failed..... Please fix this,Rated 1 stars out of five stars,"April 6, 2020","{'neg': 0.04, 'neu': 0.871, 'pos': 0.089, 'compound': 0.3853}",0.3853,Positive,-0.033333333333333326,0.5666666666666667,Negative
170,DEVIL\xe3\x83\x83GAMING,Gaana is crashing after playing songs. I have reinstalled thrice but still not able to play songs. Please fix the problem.,Rated 1 stars out of five stars,"March 31, 2020","{'neg': 0.231, 'neu': 0.605, 'pos': 0.164, 'compound': -0.4125}",-0.4125,Negative,-0.25,0.625,Negative
171,Varshith Sai,Some songs are glitched. Clear this bugs I will change my review Thank you. For example : egirey mabbulona - happy movie,Rated 1 stars out of five stars,"April 5, 2020","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.8316}",0.8316,Positive,0.45,0.6916666666666667,Positive
172,Parag Dubey,Songs are stop playing even when network is good. Not a good reaponse from a nice application like gaana.,Rated 1 stars out of five stars,"April 7, 2020","{'neg': 0.084, 'neu': 0.421, 'pos': 0.494, 'compound': 0.8658}",0.8658,Positive,0.31666666666666665,0.7333333333333334,Positive
173,Ankur Shukla,It is a nice app but the ads in between the songs spoiled my mood overall it is good but it can be better,Rated 4 stars out of five stars,"April 3, 2020","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.8625}",0.8625,Positive,0.45,0.525,Positive
174,durgaprasad padhy,"Excellent song app,very quick & easy to use.Subscription rate is also very competitive.",Rated 5 stars out of five stars,"April 7, 2020","{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8221}",0.8221,Positive,0.4916666666666666,0.6583333333333333,Positive
175,Patham Balgotra,Problem : music buffers . Cocky presentation. Good thing :sound quality.,Rated 4 stars out of five stars,"April 8, 2020","{'neg': 0.321, 'neu': 0.458, 'pos': 0.221, 'compound': -0.0772}",-0.0772,Negative,0.3,0.6333333333333333,Positive
176,Antara Roy,I have previously rated this 4 stars. I have withdrawn that and now giving 1 star. For two reasons. 1. The user interference is getting worse day by day. Its so cumbersome and sluggish. Not user friendly and visibly pleasing at all. 2. The new Buzz feature is one of the worst update ever. Its a musi...\nFull Review,Rated 1 stars out of five stars,"February 19, 2020","{'neg': 0.195, 'neu': 0.717, 'pos': 0.088, 'compound': -0.7901}",-0.7901,Negative,-0.21106060606060606,0.5442424242424242,Negative
177,Jenil Patel,Its good app but lyrics are overlapping on each other when they are of three lines (need to resize them). Must need to solve this coz its so irritating and add sleep time on main screen. And try to give some premium feeling and features to the gana plus users like totally different app design from...\nFull Review,Rated 1 stars out of five stars,"February 27, 2020","{'neg': 0.08, 'neu': 0.783, 'pos': 0.138, 'compound': 0.2145}",0.2145,Positive,0.06833333333333333,0.5416666666666667,Positive
178,anand Topno topno,This app is the best to listen songs but i have given four stars because it lacks sometimes and didnt work sometimes. Other things are working best,Rated 4 stars out of five stars,"March 21, 2020","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.8555}",0.8555,Positive,0.625,0.325,Positive
179,Madhesh goyal,Over all the app is awesome and sound quality is too good but songs stop playing in between and i have to turn on the mobile to play the music plz help me fix it Rest everything is good\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d,Rated 4 stars out of five stars,"April 5, 2020","{'neg': 0.058, 'neu': 0.638, 'pos': 0.305, 'compound': 0.875}",0.875,Positive,0.6999999999999998,0.6666666666666666,Positive
180,Girirajan Vasudevan,Excellent Audio Streaming App. Options to save tracks offline adds a feather to the cap,Rated 5 stars out of five stars,"March 28, 2020","{'neg': 0.077, 'neu': 0.567, 'pos': 0.356, 'compound': 0.7506}",0.7506,Positive,1.0,1.0,Positive
181,Anand Jee,Its a good app as we can listen to the music with our choice and we can choose the language in this app.,Rated 5 stars out of five stars,"March 28, 2020","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,Positive,0.7,0.6000000000000001,Positive
182,Musarrat Miyan,The app is awesome but there is no option of playing the songs in a queue as desired by user.,Rated 3 stars out of five stars,"April 7, 2020","{'neg': 0.111, 'neu': 0.595, 'pos': 0.294, 'compound': 0.5574}",0.5574,Positive,1.0,1.0,Positive
183,Ranu Gupta,Best app for listening music. Should improve in streaming with poor network areas.,Rated 5 stars out of five stars,"April 8, 2020","{'neg': 0.153, 'neu': 0.495, 'pos': 0.351, 'compound': 0.6124}",0.6124,Positive,0.3,0.45,Positive
184,Surendra Kumar,"Just loving it. But I have one SUGGESTION. Whenever I open the app, the first song in the playlist should be the one which I left at and not the one from where I started listening in the last session. It makes me listening the same song again if I want to listen same kinds of song which I was listen...\nFull Review",Rated 5 stars out of five stars,"March 9, 2020","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.6369}",0.6369,Positive,0.12142857142857146,0.29999999999999993,Positive
185,Lakshita Gupta,Love \xf0\x9f\x98\x8d this \xf0\x9f\x8e\xb6 app very very much. Its the best music app I have used. But the major problem with it is that it bugs or hangs alot while using. This bugging spoils the while experience. Some times the songs spots in mid and starts the whole song again and after that the aap shuts down itself. I wa...\nFull Review,Rated 3 stars out of five stars,"March 9, 2020","{'neg': 0.04, 'neu': 0.835, 'pos': 0.125, 'compound': 0.7717}",0.7717,Positive,0.2667063492063492,0.33555555555555555,Positive
186,saikrishna pulikallu,Im not able to download songs at all from the past few weeks. Theyre just queued up forever and i dont know whats the problem.. This problem was resolved for few days when I uninstalled and reinstalled and now its again the same..not able to download songs at all and youve the laziest customer ...\nFull Review,Rated 3 stars out of five stars,"March 5, 2020","{'neg': 0.108, 'neu': 0.863, 'pos': 0.029, 'compound': -0.6908}",-0.6908,Negative,-0.07999999999999999,0.34,Negative
187,Shivam Goswami,Worst streaming app. Most of the times songs dont buffer at all irrespective of internet speed. Even search menu doesnt work many times. Quality of music is not so good even in premium. Spotify (free) has better bass than gaana+ . Very bad experience. (Edit 28th feb 2020) the previous bug has been...\nFull Review,Rated 3 stars out of five stars,"February 28, 2020","{'neg': 0.174, 'neu': 0.78, 'pos': 0.046, 'compound': -0.8411}",-0.8411,Negative,0.04148148148148153,0.6037037037037039,Positive
188,Nishit Patel,"Whats going with this app?! When app is started it takes much long time to play a song, clicking pause and play again and again wont help, neither closing and reopening the app solves the issue. But would play and display the ad easily without playing a single song! Many time it takes approx. 10 m...\nFull Review",Rated 3 stars out of five stars,"February 20, 2020","{'neg': 0.06, 'neu': 0.748, 'pos': 0.192, 'compound': 0.8143}",0.8143,Positive,0.1985119047619048,0.4869047619047619,Positive
189,Arushi Saxena,"I am using this app for past 1.5 yr and this is the best ever music app I have used. It provides songs for every mood. Different languages are also available. The best is the podcast and radio option where one can listen to different stories, motivational thoughts, etc, and there are radios availabl...\nFull Review",Rated 5 stars out of five stars,"March 3, 2020","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.8555}",0.8555,Positive,0.3583333333333333,0.4083333333333333,Positive
190,Jatin Gupta,"Since its last update having trouble with the app in multiple ways. Doesnt matter how many times I close the app, it keeps reopening itself in background (the songs are not played automatically but its bothering to see the app always active in the status bar). Secondly, there are not many settings o...\nFull Review",Rated 3 stars out of five stars,"February 28, 2020","{'neg': 0.131, 'neu': 0.809, 'pos': 0.06, 'compound': -0.3083}",-0.3083,Negative,-0.011904761904761906,0.26666666666666666,Negative
191,Dr. Shiplum Agnihotri,"After this new update, the only problem I had with this app has also been rectified. Previously when I used to add latest release songs in my playlist, it always appeared at the end of the playlist. The problem with that is when I used to play latest songs from that playlist, it starts from oldest e...\nFull Review",Rated 5 stars out of five stars,"March 5, 2020","{'neg': 0.09, 'neu': 0.87, 'pos': 0.04, 'compound': -0.4588}",-0.4588,Negative,0.19393939393939394,0.6842424242424243,Positive
192,czaa neupane,Its actually very good app for songs .I have been using it for some time and experienced some difficulties in it a bit though like I cannot find some songs . I hope you would focus on adding more songs and make it more easier . lastly for those who wants to download this app I highly recommend this...\nFull Review,Rated 3 stars out of five stars,"March 12, 2020","{'neg': 0.034, 'neu': 0.742, 'pos': 0.224, 'compound': 0.9058}",0.9058,Positive,0.4385714285714286,0.4838095238095239,Positive
193,shashank,I have taken gaana plus subscription. I thought new features would be available but only one option that is downloading songs is available and we can only listen the song in online mode only. I personally recommend you all not to download but also to stay away from the ads and this app.,Rated 1 stars out of five stars,"March 22, 2020","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.5023}",0.5023,Positive,0.13376623376623378,0.6506493506493506,Positive
194,Dinesh Choudhary,"I am a ganna plus subscriber, it have huge songs content and good library of reginal songs than other music apps in India. I tried all music apps and found gaana plus app most useful for me as I like verity of songs. I think following improvements in ganna app will make it five star app for me: 1. N...\nFull Review",Rated 4 stars out of five stars,"March 27, 2020","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.9041}",0.9041,Positive,0.2958333333333333,0.4125,Positive
195,KHIROD SETHY,"Awesome Superb.... Everything is fine but problem arrives when you search for any old Bollywood movie song in search panel...but you dont get the desired result...please ensure all the old , mid and latest Bollywood Songs ...Hence nobody would face any such issue further....",Rated 5 stars out of five stars,"March 31, 2020","{'neg': 0.113, 'neu': 0.743, 'pos': 0.144, 'compound': 0.1479}",0.1479,Positive,0.3462962962962963,0.5333333333333334,Positive
196,Sanjib Ray,"It is awesome,it is extra odinary,i think it is a best music app in the world.",Rated 5 stars out of five stars,"April 4, 2020","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}",0.6369,Positive,0.5,0.2,Positive
197,Eshan Anugat,For the starting 20 to 30 sec the music degrades and comes back to its original state after that... Otherwise app is good,Rated 4 stars out of five stars,"April 3, 2020","{'neg': 0.11, 'neu': 0.707, 'pos': 0.184, 'compound': 0.2732}",0.2732,Positive,0.195,0.41,Positive
198,Anand Patel,"in Saavn app the song lyrics play with with song automatically and long lasting, when any users play lyrics he\\she have to play lyrics manual I like Hungama video system, bcs Most of songs video are not supported or play in this app When I want to play radio album, the songs in album will seem s 2-3...\nFull Review",Rated 5 stars out of five stars,"April 4, 2020","{'neg': 0.03, 'neu': 0.73, 'pos': 0.24, 'compound': 0.8965}",0.8965,Positive,0.15,0.3,Positive
199,Tania Thomas,Edit Sent my queries to the help section still no reply from u guys whats the use of ur help section then ************* Cant seem to download more songs even when I have good net connection and the application is crashing regularly I have to play the songs again and again really disappointed.,Rated 1 stars out of five stars,"March 29, 2020","{'neg': 0.093, 'neu': 0.73, 'pos': 0.177, 'compound': 0.6258}",0.6258,Positive,0.09,0.3853846153846154,Positive
